OBJECTID,Jurisdiction,APN,Vacancy,Units,Zoning,ZoningSimplified,Min_Density,Max_Density,Links,Shape__Area,Shape__Length
7778,City of San Diego,4363502100,,28,CC-3-7,Commercial,,29,https://www.sandiego.gov/development-services/zoning,46305.705078125,890.525542625094
7779,City of San Diego,4364010400,,2,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4515.146484375,272.402270808305
7780,City of San Diego,4363502200,,20,CC-3-7,Commercial,,29,https://www.sandiego.gov/development-services/zoning,33701.361328125,758.740360116015
7781,City of San Diego,4370300500,,12,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,18779.3427734375,578.874897037187
7782,City of San Diego,4370300600,,4,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,5453.5615234375,342.877428863935
7783,City of San Diego,4370301400,,16,CC-1-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,27714.609375,655.242728922152
7784,City of San Diego,4370300300,,7,CC-1-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,11749.701171875,457.11799540916
7785,City of San Diego,4370301100,,14,CC-1-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,21858.841796875,579.683107282763
7786,City of San Diego,4270821500,,17,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,29587.056640625,689.384122721918
7787,City of San Diego,4270821400,,38,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,63884.603515625,1083.85689111522
7788,San Diego County,3885523400,,4,RV,Medium Density Residential,,15,,22724.6552734375,603.417306992228
7789,Chula Vista,5710301200,,15,UC-10,Mixed Use,0,27,https://www.chulavistaca.gov/departments/development-services/zoning-information,18323.3447265625,539.995249530995
7790,Chula Vista,5710630100,,4,UC-10,Mixed Use,0,9,https://www.chulavistaca.gov/departments/development-services/zoning-information,6067.703125,313.728903204043
7791,Chula Vista,5671902700,,19,UC-12,Transit Focus,70,105,https://www.chulavistaca.gov/departments/development-services/zoning-information,23139.447265625,615.236857867993
7792,Chula Vista,5671902800,,10,UC-12,Transit Focus,37,56,https://www.chulavistaca.gov/departments/development-services/zoning-information,12936.6005859375,473.872722005775
7793,Chula Vista,5710610900,,15,UC-10,Mixed Use,0,28,https://www.chulavistaca.gov/departments/development-services/zoning-information,18906.9404296875,552.478665174499
7794,Chula Vista,5710611000,,15,UC-10,Mixed Use,0,27,https://www.chulavistaca.gov/departments/development-services/zoning-information,14683.2919921875,488.607345186718
7795,Chula Vista,5710300900,,18,UC-10,Mixed Use,0,33,https://www.chulavistaca.gov/departments/development-services/zoning-information,22257.78515625,605.521388370633
7796,Chula Vista,5672010400,,9,UC-12,Transit Focus,34,50,https://www.chulavistaca.gov/departments/development-services/zoning-information,12404.6171875,457.173849065062
7797,Chula Vista,5672010500,,12,UC-12,Transit Focus,45,68,https://www.chulavistaca.gov/departments/development-services/zoning-information,14443.763671875,495.587732883034
7798,Chula Vista,5710622100,,12,UC-10,Mixed Use,0,22,https://www.chulavistaca.gov/departments/development-services/zoning-information,16152.4892578125,500.332457125503
7799,Chula Vista,5672010300,,18,UC-12,Transit Focus,67,101,https://www.chulavistaca.gov/departments/development-services/zoning-information,22579.1962890625,593.589044899716
7800,Chula Vista,5684505500,,18,UC-2,Transit Focus,41,82,https://www.chulavistaca.gov/departments/development-services/zoning-information,22105.33203125,586.419156239786
7801,Chula Vista,5684506600,,50,UC-2,Transit Focus,115,231,https://www.chulavistaca.gov/departments/development-services/zoning-information,62152.2919921875,1060.56176136206
7802,Chula Vista,5684506000,,40,UC-2,Transit Focus,93,186,https://www.chulavistaca.gov/departments/development-services/zoning-information,49244.1689453125,1130.60239458208
7803,Chula Vista,5684505000,,11,UC-2,Transit Focus,25,50,https://www.chulavistaca.gov/departments/development-services/zoning-information,11600.4970703125,661.513726657108
7804,Chula Vista,5684505100,,22,UC-2,Transit Focus,51,102,https://www.chulavistaca.gov/departments/development-services/zoning-information,26886.10546875,766.984208697072
7805,City of San Diego,4230920900,,2,CC-4-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,2334.869140625,212.293800552699
7806,City of San Diego,4463223100,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,3501.099609375,240.027931604487
7807,City of San Diego,4463231100,,2,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,3021.130859375,221.573057721961
7808,City of San Diego,4475130800,,1,RM-1-2,Medium Density Residential,,17,https://www.sandiego.gov/development-services/zoning,6457.9794921875,353.414103240649
7809,City of San Diego,4461812000,,6,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7001.109375,380.022459732427
7810,City of San Diego,4461812300,,7,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7002.7294921875,380.084353228467
7811,City of San Diego,4461812400,,8,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7003.1103515625,380.102686751314
7812,City of San Diego,4461812500,,8,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7003.77734375,380.125293328069
7813,City of San Diego,4461820100,,5,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7162.181640625,509.25821182438
7814,City of San Diego,4461811600,,6,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,3000.150390625,229.992541690619
7815,City of San Diego,4461811800,,7,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7000.23046875,379.983810919371
7816,City of San Diego,4461820600,,4,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,5001.8271484375,315.847191172666
7817,City of San Diego,4394203500,,1,CUPD-CT-3-3,Medium Density Residential,,17,https://www.sandiego.gov/development-services/zoning,6520.181640625,357.666765244086
7818,City of San Diego,4394124500,,1,RM-1-2,Medium Density Residential,,17,https://www.sandiego.gov/development-services/zoning,6073.2001953125,342.855629884284
7819,Imperial Beach,6332233600,,1,R-2000,Medium Density Residential,,21,https://www.imperialbeachca.gov/planning,4164.5693359375,270.040970604352
7820,Imperial Beach,6332234000,,2,C/MU-3,Mixed Use,,29,https://www.imperialbeachca.gov/planning,4297.994140625,279.873921971153
7821,Imperial Beach,6332323100,,1,R-2000,Medium Density Residential,,21,https://www.imperialbeachca.gov/planning,5999.8955078125,356.660852918488
7822,City of San Diego,5386302700,,2,RM-1-2,Medium Density Residential,,17,https://www.sandiego.gov/development-services/zoning,7158.83203125,381.151937022065
7823,City of San Diego,5381001800,,2,CN-1-4,Commercial,,44,https://www.sandiego.gov/development-services/zoning,5411.353515625,310.708551251602
7824,City of San Diego,5383300800,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,14431.0791015625,486.480722205015
7825,City of San Diego,5383400900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7147.720703125,386.803959539036
7826,City of San Diego,5383401400,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7106.2587890625,385.453115624479
7827,City of San Diego,5383702900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7343.197265625,386.939678167507
7828,City of San Diego,5383703200,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6861.2861328125,380.828272227452
7829,City of San Diego,5383703300,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,10574.3203125,433.428667515047
7830,Coronado,5375321700,,3,R-3,Medium Density Residential,28,,https://www.coronado.ca.us/government/departments_divisions/community_development/planning_and_zoning,5129.748046875,341.152709386488
7831,City of San Diego,4517250900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4661.7001953125,300.602732789508
7832,City of San Diego,4517260200,,2,CC-3-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,5387.708984375,311.990239660743
7833,City of San Diego,5333930100,,55,CCPD-CORE,Commercial,,,https://www.sandiego.gov/development-services/zoning,15145.3291015625,505.936003643596
7834,City of San Diego,5333930200,,36,CCPD-CORE,Commercial,,,https://www.sandiego.gov/development-services/zoning,9979.6025390625,399.96189644214
7835,City of San Diego,5333130100,,18,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,5010.5615234375,300.423008052731
7836,City of San Diego,5333130200,,18,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,5013.423828125,300.420959605702
7837,City of San Diego,5332320200,,17,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,4767.53515625,291.57454124221
7838,City of San Diego,5332320300,,17,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,4692.970703125,290.474836828663
7839,City of San Diego,5332320400,,18,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,5045.240234375,298.337730608235
7840,City of San Diego,5332240300,,18,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,4990.8857421875,299.461307454842
7841,City of San Diego,5332240400,,18,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,4989.962890625,299.424615892049
7842,City of San Diego,5332211100,,29,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,7785.7451171875,360.255834893115
7843,City of San Diego,5332211000,,37,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,10009.041015625,400.181454174631
7844,City of San Diego,4516901700,,92,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,60940.6708984375,1007.29218151238
7845,City of San Diego,6381612200,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,9331.0048828125,394.709630176394
7846,City of San Diego,6660600100,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7208.7919921875,388.40515112251
7847,City of San Diego,6660600200,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7201.6416015625,388.74417167049
7848,City of San Diego,6660100200,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7066.1845703125,380.906984907675
7849,City of San Diego,6660100300,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6879.3662109375,378.224624985856
7850,City of San Diego,6660100600,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7070.970703125,380.950519670256
7851,City of San Diego,6660100900,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7130.8681640625,381.852645672183
7852,City of San Diego,6660101200,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7343.771484375,384.871938946515
7853,City of San Diego,6660101300,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7004.384765625,380.044795996312
7854,City of San Diego,6660101500,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6815.1611328125,370.926069352899
7855,City of San Diego,6660101700,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7433.0673828125,386.141513291288
7856,City of San Diego,6660103600,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,21006.2734375,580.090574676571
7857,City of San Diego,6660102300,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7002.423828125,380.097894109515
7858,City of San Diego,6660102600,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7004.919921875,380.197630366038
7859,City of San Diego,6660102700,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7005.7333984375,380.230113695715
7860,City of San Diego,6660102900,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7007.376953125,380.296713797382
7861,City of San Diego,6660103000,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7008.2412109375,380.329521134849
7862,City of San Diego,6660103100,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7009.03125,380.36200927888
7863,City of San Diego,6660103200,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7009.8583984375,380.394815293439
7864,Carlsbad,2061601300,,3,,,,,https://www.carlsbadca.gov/departments/community-development/planning/zoning,73217.30078125,1089.39294479248
7865,City of San Diego,5414510900,,3,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,11193.4150390625,469.240686799344
7866,City of San Diego,5415211000,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10861.0703125,430.782245128366
7867,City of San Diego,5415310100,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10102.8447265625,418.941694109291
7868,City of San Diego,5415210300,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10560.6845703125,423.206551103413
7869,City of San Diego,5415210400,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10747.708984375,426.342161287108
7870,City of San Diego,5415210800,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10787.205078125,428.359300333301
7871,City of San Diego,4411811300,,30,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,32651.3876953125,851.753409645415
7872,City of San Diego,4412705200,,52,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,56927.3447265625,980.083429367638
7873,City of San Diego,4505000700,,39,CO-3-1,Commercial,,54,https://www.sandiego.gov/development-services/zoning,34863.9423828125,1631.91559877152
7874,City of San Diego,4416000300,,83,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,90634.3095703125,1262.27386682858
7875,City of San Diego,4416000500,,176,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,192894.954101563,1764.04575633283
7876,City of San Diego,5351901500,,11,CCPD-R,Commercial,,,https://www.sandiego.gov/development-services/zoning,3025.0595703125,221.519612289896
7877,City of San Diego,5351530800,,32,CCPD-NC,Commercial,,,https://www.sandiego.gov/development-services/zoning,5026.27734375,298.683903114219
7878,City of San Diego,5352722700,Vacant,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3605.71875,340.277116817356
7879,City of San Diego,5451302500,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7630.291015625,374.231609367324
7880,City of San Diego,3503322000,,6,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6976.6572265625,379.441170919885
7881,City of San Diego,4524070800,,14,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,9590.9462890625,396.66202185529
7882,City of San Diego,5331960500,,9,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,10045.7626953125,400.915208229083
7883,City of San Diego,5331731100,,2,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,6145.720703125,321.717463351601
7884,City of San Diego,5332021200,,12,CC-3-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,20267.2470703125,605.342899840681
7885,City of San Diego,5391121000,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,12598.5,458.396616331144
7886,City of San Diego,5331310800,,6,CC-3-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,13559.7880859375,631.585362440963
7887,City of San Diego,5331330300,,2,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,5306.6982421875,311.27091388404
7888,City of San Diego,5441503100,Vacant,1,RS-1-2,Low Density Residential,,2,https://www.sandiego.gov/development-services/zoning,18391.34765625,543.216256288178
7889,City of San Diego,5441501400,Vacant,5,RS-1-2,Low Density Residential,,2,https://www.sandiego.gov/development-services/zoning,129576.672851563,1561.90220115187
7890,City of San Diego,3602021300,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7427.2138671875,354.187573269734
7891,City of San Diego,3602021400,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7445.623046875,359.871307828704
7892,City of San Diego,3602021500,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7770.4404296875,367.988853554323
7893,City of San Diego,3602021700,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7457.3955078125,365.948852296885
7894,City of San Diego,3602021800,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7483.396484375,364.668713145068
7895,City of San Diego,3602100400,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7709.9208984375,364.383277165806
7896,City of San Diego,3602100500,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7878.8994140625,367.357088362062
7897,City of San Diego,4454210900,,4,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,4901.1650390625,350.016957583817
7898,City of San Diego,4454220900,,11,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,11836.3076171875,448.521159341061
7899,City of San Diego,4455410100,,4,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,7000.8232421875,380.158204352608
7900,City of San Diego,4455410200,,2,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,7000.4169921875,380.141483268726
7901,City of San Diego,4455410300,,4,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6999.9697265625,380.124435669296
7902,City of San Diego,4455410400,,4,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6719.412109375,380.104127359676
7903,City of San Diego,4455411000,,4,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6996.7998046875,379.99792580716
7904,City of San Diego,4455411100,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6996.4189453125,379.98054891083
7905,City of San Diego,4455411200,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4496.8681640625,279.93003486729
7906,City of San Diego,4457012000,,4,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,6951.5205078125,379.361693758054
7907,City of San Diego,4457012600,,5,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,14022.52734375,480.492381056265
7908,City of San Diego,4457021100,,13,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,13974.681640625,479.55509756062
7909,City of San Diego,4455821700,,4,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4513.0263671875,280.490505984996
7910,City of San Diego,4455822100,,2,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,7016.150390625,380.599896614083
7911,City of San Diego,4455910600,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,3498.9443359375,329.866538982772
7912,City of San Diego,4451623800,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,13996.630859375,479.934578547064
7913,City of San Diego,4451623600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3498.28515625,329.85871730029
7914,City of San Diego,4451710300,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6989.427734375,379.801418020361
7915,City of San Diego,4451710600,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6987.103515625,379.710027970937
7916,City of San Diego,4452421900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5251.6943359375,354.940321184547
7917,City of San Diego,4452422000,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5251.6806640625,354.943627004419
7918,City of San Diego,4452422100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5251.869140625,354.947238601877
7919,City of San Diego,4452422200,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5251.76953125,354.948264545188
7920,City of San Diego,4452422500,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7002.84765625,379.985456934591
7921,City of San Diego,4453512200,,5,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,6995.8701171875,379.817564997707
7922,City of San Diego,4453512300,,9,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,6995.4150390625,379.799856391584
7923,City of San Diego,4453520900,,6,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,6996.919921875,379.864359351741
7924,City of San Diego,4453521100,,8,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,6997.7978515625,379.899447557559
7925,City of San Diego,4450812700,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6995.2392578125,379.818654455043
7926,City of San Diego,4506411300,,135,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,55500.9853515625,970.502678077486
7927,City of San Diego,4415811100,,9,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5874.5830078125,335.227698929437
7928,City of San Diego,4415811200,,8,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5515.3251953125,329.584507518381
7929,City of San Diego,4415820100,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6873.767578125,362.382002892603
7930,City of San Diego,4415820500,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6627.111328125,368.10904112059
7931,City of San Diego,4415821100,,21,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,13863.6357421875,476.320036730868
7932,City of San Diego,4415821400,Vacant,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7034.3740234375,379.182778123544
7933,City of San Diego,4413402400,,79,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,52739.638671875,1409.52415792117
7934,City of San Diego,4415305200,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6661.447265625,340.503191370456
7935,City of San Diego,4415303300,,9,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6197.5654296875,344.114243829386
7936,City of San Diego,4415304100,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6270.3740234375,349.663489786707
7937,City of San Diego,4415304300,,9,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6248.458984375,350.891776093099
7938,City of San Diego,4415304500,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6516.673828125,356.406733106207
7939,City of San Diego,4415306500,,30,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,19786.9912109375,632.96851870052
7940,City of San Diego,4415306600,,47,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,30872.234375,995.180171114259
7941,City of San Diego,4415703200,,22,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,14055.7451171875,775.02697530817
7942,City of San Diego,4415701800,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6830.1015625,373.296485633536
7943,City of San Diego,4415702800,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6739.1416015625,380.172519235365
7944,City of San Diego,6281201100,,21,CC-1-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,34826.376953125,817.709608819705
7945,City of San Diego,6280100100,,4,CC-4-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,6356.9931640625,333.650385698147
7946,City of San Diego,6280601400,,15,CC-4-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,24953.3193359375,640.008800116202
7947,City of San Diego,6280605300,,11,CC-4-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,17383.1318359375,548.297657281991
7948,City of San Diego,6280403700,,8,CC-4-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,13357.4287109375,464.240310047259
7949,City of San Diego,4464130800,,19,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,8368.908203125,367.364131205627
7950,City of San Diego,4464130900,,13,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,5511.3720703125,310.216243345456
7951,City of San Diego,4464140900,,14,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,5993.6318359375,319.756237507789
7952,City of San Diego,4531510100,,18,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,8466.3349609375,370.007852494866
7953,City of San Diego,4531510200,,11,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,4743.171875,297.004872761522
7954,City of San Diego,4531520100,,14,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,6508.0244140625,331.985606058611
7955,City of San Diego,4446621000,,17,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,7716.552734375,383.414891863377
7956,City of San Diego,4446611400,,10,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,4339.9326171875,284.755892247371
7957,City of San Diego,4446612400,,31,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,13594.7998046875,536.594726547541
7958,City of San Diego,4520550100,,6,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,2773.875,217.311682176623
7959,City of San Diego,4520553200,,35,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,15647.4501953125,501.782558556186
7960,City of San Diego,4446612700,,18,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,7883.7197265625,389.220149842416
7961,City of San Diego,4520553100,,24,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,10969.32421875,432.854659190977
7962,City of San Diego,4446820900,,78,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,34766.9736328125,852.958290916549
7963,City of San Diego,4446720600,,8,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,3570.6923828125,243.743296148299
7964,City of San Diego,4446720900,,4,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,3704.572265625,280.563545564731
7965,City of San Diego,4446711100,,12,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,5067.9072265625,311.783164480935
7966,City of San Diego,4446901200,,16,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,7158.5009765625,370.187729311174
7967,City of San Diego,4446901400,,14,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,6508.771484375,360.196743469926
7968,City of San Diego,4520931700,,12,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,5265.265625,308.497886015345
7969,City of San Diego,4520934400,,50,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,22082.85546875,750.439811334233
7970,City of San Diego,4446830800,,23,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,10298.7626953125,405.997206082726
7971,City of San Diego,4520930300,,69,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,30774.802734375,719.510466589682
7972,City of San Diego,4446830900,,29,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,12801.4501953125,455.182426464059
7973,City of San Diego,4520931500,,77,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,34170.9052734375,768.016539113015
7974,City of San Diego,4456812800,,32,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,20907.892578125,578.751424559769
7975,City of San Diego,4530310100,,7,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4556.140625,289.73460367688
7976,City of San Diego,4456201200,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7153.390625,382.55066396909
7977,City of San Diego,4456201300,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7336.3046875,386.170389217272
