OBJECTID,Jurisdiction,APN,Vacancy,Units,Zoning,ZoningSimplified,Min_Density,Max_Density,Links,Shape__Area,Shape__Length
7978,City of San Diego,4456201400,,22,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,14622.822265625,489.237754880598
7979,City of San Diego,4456201800,,29,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,19059.13671875,574.184844997412
7980,City of San Diego,4521520100,,5,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3570.408203125,264.225948256497
7981,City of San Diego,4521520200,,5,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3512.0859375,263.421444312605
7982,City of San Diego,4521910100,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7094.0625,365.353723810981
7983,City of San Diego,4521910200,,9,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6078.7138671875,349.272064302347
7984,City of San Diego,4521910400,,6,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6272.0712890625,352.411652522752
7985,City of San Diego,4521910500,,5,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3359.810546875,306.541160333171
7986,City of San Diego,4521910600,,4,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3165.92578125,303.291440693844
7987,City of San Diego,4521910900,,8,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6321.8603515625,352.869438085769
7988,City of San Diego,4521911000,,9,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5746.7880859375,343.611904886897
7989,City of San Diego,4521912300,,20,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,12894.3896484375,456.862148463929
7990,City of San Diego,4456100100,,13,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,8483.0888671875,374.123177641461
7991,City of San Diego,4456100200,,17,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,11702.6181640625,438.529568773907
7992,City of San Diego,4456101000,,13,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,8448.1708984375,372.343847528259
7993,City of San Diego,4456101400,,96,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,63799.8203125,1136.42256585766
7994,City of San Diego,4521510300,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7004.099609375,380.058272115658
7995,City of San Diego,4521510400,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7004.14453125,380.058902942811
7996,City of San Diego,4521510500,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7004.0361328125,380.057876810114
7997,City of San Diego,4521510600,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7004.1533203125,380.05981121798
7998,City of San Diego,4521510700,,5,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3502.083984375,330.030473746013
7999,City of San Diego,4521510800,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7004.1328125,380.059757426503
8000,City of San Diego,4521512900,,21,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,14008.21484375,480.116941972595
8001,City of San Diego,4521513000,,16,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,10506.1142578125,430.087381940605
8002,City of San Diego,4521513100,,16,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,10506.16796875,430.087267111243
8003,City of San Diego,4521561300,,16,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,10494.8662109375,429.928043235117
8004,City of San Diego,4521561400,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6996.6142578125,379.95215003833
8005,City of San Diego,4521561500,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6996.5126953125,379.950511303408
8006,City of San Diego,4521561700,,4,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3498.2255859375,329.974301892969
8007,City of San Diego,4521561800,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6996.509765625,379.950179320028
8008,City of San Diego,4521561900,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6996.6845703125,379.95313522202
8009,City of San Diego,4521562000,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6996.4736328125,379.949523906986
8010,City of San Diego,4521562100,,17,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,11259.533203125,440.849980619817
8011,City of San Diego,4521930100,,14,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,8675.568359375,448.278612032473
8012,City of San Diego,4522003000,,10,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6528.5888671875,361.019780031047
8013,City of San Diego,4522003200,,8,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5294.970703125,344.260702776834
8014,City of San Diego,4522003300,,15,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,9905.05859375,414.144474437873
8015,City of San Diego,4456721400,,12,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7467.5478515625,398.897588848096
8016,City of San Diego,4530811200,,7,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5405.6044921875,338.493048181632
8017,City of San Diego,4530720100,,10,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6751.6953125,359.381309176023
8018,City of San Diego,4456921500,,6,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3957.4189453125,279.14609502022
8019,City of San Diego,4456921400,,6,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4254.103515625,285.078622551225
8020,City of San Diego,4456821600,,4,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3591.9326171875,271.728408441793
8021,City of San Diego,4456821700,,4,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3292.1796875,265.730001926124
8022,City of San Diego,4456821800,,5,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3692.345703125,273.740199775411
8023,City of San Diego,4530311400,,10,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6378.3681640625,356.706301585861
8024,City of San Diego,4456821400,,11,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6984.529296875,379.543485759062
8025,City of San Diego,4456911200,,9,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5990.767578125,319.733078899137
8026,City of San Diego,4456911300,,12,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7986.9326171875,359.697609062788
8027,City of San Diego,4530410300,,5,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4256.267578125,286.206283715919
8028,City of San Diego,4456913100,,32,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,20966.275390625,579.529149509951
8029,City of San Diego,4530411400,,5,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4220.876953125,285.553818036818
8030,City of San Diego,4530411500,,6,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4150.0595703125,284.452966344655
8031,City of San Diego,4530411600,,8,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5554.150390625,312.151009458514
8032,City of San Diego,4457011400,,7,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4998.1484375,299.925870264083
8033,City of San Diego,4457011500,,7,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4597.962890625,291.912052905597
8034,City of San Diego,4457011600,,6,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4597.6201171875,291.898598552811
8035,City of San Diego,4457011300,,14,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,8971.4501953125,379.42277851508
8036,City of San Diego,4530710100,,21,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,13863.44921875,477.475499187537
8037,City of San Diego,4530810100,,4,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,2715.392578125,222.420940044157
8038,City of San Diego,4464113400,,48,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,21032.72265625,580.414189854797
8039,City of San Diego,4457121000,,11,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,4987.6474609375,299.60857007844
8040,City of San Diego,4531110100,,21,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,9016.5234375,380.34588283668
8041,City of San Diego,4457111600,,7,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5024.12890625,300.360484769529
8042,City of San Diego,4457111300,,11,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7036.1689453125,381.656691401923
8043,City of San Diego,4457111500,,7,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5024.0703125,300.361336837793
8044,City of San Diego,4530820600,,16,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,11038.5615234375,421.434303138362
8045,City of San Diego,4457111400,,6,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4019.568359375,280.249456561257
8046,City of San Diego,4531110300,,22,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,10016.625,400.332594346331
8047,City of San Diego,4457121100,,11,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,4987.736328125,299.617617118245
8048,City of San Diego,4457122800,,9,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,3989.6904296875,279.632929968815
8049,City of San Diego,4531120200,,5,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,2464.2646484375,244.264277303971
8050,City of San Diego,4531120300,,4,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,2114.96875,237.402438810963
8051,City of San Diego,4464121000,,21,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,9029.3486328125,380.564508237332
8052,City of San Diego,4464121100,,11,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,4994.2841796875,299.770967584315
8053,City of San Diego,4464121200,,15,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,7012.7255859375,380.714124148668
8054,City of San Diego,4464111900,,9,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,3995.388671875,279.767204690986
8055,City of San Diego,4464112000,,22,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,10028.0732421875,400.562033208726
8056,City of San Diego,4531210200,,10,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,4466.33984375,285.626058346082
8057,City of San Diego,4531230100,,12,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,5171.0166015625,303.597220324729
8058,City of San Diego,4531231100,,22,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,10030.912109375,400.907855175735
8059,City of San Diego,4531510300,,25,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,11117.955078125,422.0187618882
8060,City of San Diego,4724002800,,9,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,25640.326171875,781.663645806012
8061,City of San Diego,4724100100,,13,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,21387.994140625,694.156499487747
8062,City of San Diego,4724100200,,9,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,15502.4912109375,687.048102983862
8063,City of San Diego,4724100300,,18,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,31498.61328125,818.050575198515
8064,City of San Diego,4724100500,,10,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,16790.68359375,729.441998832831
8065,City of San Diego,4724101200,,6,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,13888.328125,669.853200731604
8066,City of San Diego,4724101300,,17,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,29987.21875,786.556212432676
8067,City of San Diego,4725200400,,2,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,4176.5009765625,285.829076388146
8068,City of San Diego,4725200600,,3,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,5038.3115234375,285.434159397671
8069,City of San Diego,4725200800,,27,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,46200.9482421875,917.711167684789
8070,City of San Diego,4725201800,,6,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,11221.40234375,511.745567296345
8071,City of San Diego,4715512700,,6,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,7159.24609375,339.114515637961
8072,City of San Diego,4474710100,,3,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,4594.4794921875,291.734898243357
8073,City of San Diego,4474710200,,5,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,9059.7900390625,381.083698239617
8074,City of San Diego,4473843000,,10,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,17957.4873046875,528.562017448927
8075,City of San Diego,4464322700,,23,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,10513.2568359375,430.341055079231
8076,City of San Diego,4464141100,,7,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,3396.51953125,249.826784944673
