objectid,shape_id,route_id,route_short_name,route_long_name,route_type,agency_id,route_desc,route_url,route_color,route_text_color,route_type_text,routeshapename,route_color_rgb,route_text_color_rgb,shape_Length
444,945_0_13,945,945,Rancho Bernardo Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945,000099,FFFFFF,Bus,945_0_13_945,"(0, 0, 153)","(255, 255, 255)",56149.6390294337
445,945_1_14,945,945,Rancho Bernardo Station - Poway,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945,000099,FFFFFF,Bus,945_1_14_945,"(0, 0, 153)","(255, 255, 255)",55114.6794391917
446,946_10_18,946,945A,Poway HS CC Loop,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945A,000099,FFFFFF,Bus,946_10_18_946,"(0, 0, 153)","(255, 255, 255)",73371.1589817269
447,946_11_17,946,945A,Poway HS CC Loop,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=945A,000099,FFFFFF,Bus,946_11_17_946,"(0, 0, 153)","(255, 255, 255)",73371.1589817269
448,955_0_93,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,955_0_93_955,"(0, 0, 153)","(255, 255, 255)",52635.9892496988
449,955_0_95,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,955_0_95_955,"(0, 0, 153)","(255, 255, 255)",29378.4249169608
450,955_1_87,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,955_1_87_955,"(0, 0, 153)","(255, 255, 255)",22800.4529877706
451,955_1_94,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,955_1_94_955,"(0, 0, 153)","(255, 255, 255)",52009.7862466958
452,955_1_96,955,955,National City - San Diego State University,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=955,000099,FFFFFF,Bus,955_1_96_955,"(0, 0, 153)","(255, 255, 255)",40828.8882848481
453,961_0_54,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,961_0_54_961,"(0, 0, 153)","(255, 255, 255)",17276.4127794633
454,961_0_55,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,961_0_55_961,"(0, 0, 153)","(255, 255, 255)",49596.9111713117
455,961_0_58,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,961_0_58_961,"(0, 0, 153)","(255, 255, 255)",32320.4983918484
456,961_1_56,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,961_1_56_961,"(0, 0, 153)","(255, 255, 255)",50103.7536828083
457,961_1_57,961,961,24th St Transit Center - Encanto Trolley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=961,000099,FFFFFF,Bus,961_1_57_961,"(0, 0, 153)","(255, 255, 255)",19114.0843933158
458,962_2_44,962,962,8th St Transit Center - Spring Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=962,000099,FFFFFF,Bus,962_2_44_962,"(0, 0, 153)","(255, 255, 255)",39842.1621235295
459,962_3_43,962,962,8th St Transit Center - Spring Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=962,000099,FFFFFF,Bus,962_3_43_962,"(0, 0, 153)","(255, 255, 255)",39666.1187618128
460,963_2_38,963,963,8th St Transit Center - Paradise Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=963,000099,FFFFFF,Bus,963_2_38_963,"(0, 0, 153)","(255, 255, 255)",22726.4167056892
461,963_2_40,963,963,8th St Transit Center - Paradise Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=963,000099,FFFFFF,Bus,963_2_40_963,"(0, 0, 153)","(255, 255, 255)",3705.01546174259
462,963_3_39,963,963,8th St Transit Center - Paradise Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=963,000099,FFFFFF,Bus,963_3_39_963,"(0, 0, 153)","(255, 255, 255)",20598.9262580933
463,964_2_32,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,964_2_32_964,"(0, 0, 153)","(255, 255, 255)",39435.3680666433
464,964_2_33,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,964_2_33_964,"(0, 0, 153)","(255, 255, 255)",21936.7006350553
465,964_3_40,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,964_3_40_964,"(0, 0, 153)","(255, 255, 255)",18929.4580121504
466,964_3_41,964,964,Mira Mesa - Alliant University via MCTS,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=964,000099,FFFFFF,Bus,964_3_41_964,"(0, 0, 153)","(255, 255, 255)",36295.0243052872
467,965_9_21,965,965,City Heights Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=965,000099,FFFFFF,Bus,965_9_21_965,"(0, 0, 153)","(255, 255, 255)",31587.2868872447
468,967_9_53,967,967,24th St Transit Center - Division & Ava,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=967,000099,FFFFFF,Bus,967_9_53_967,"(0, 0, 153)","(255, 255, 255)",29561.2715705044
469,967_9_54,967,967,24th St Transit Center - Division & Ava,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=967,000099,FFFFFF,Bus,967_9_54_967,"(0, 0, 153)","(255, 255, 255)",46785.4782045109
470,967_9_55,967,967,24th St Transit Center - Division & Ava,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=967,000099,FFFFFF,Bus,967_9_55_967,"(0, 0, 153)","(255, 255, 255)",29688.0106845492
471,968_2_47,968,968,8th St Transit Center - Plaza Bonita,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=968,000099,FFFFFF,Bus,968_2_47_968,"(0, 0, 153)","(255, 255, 255)",28703.6963017384
472,968_3_43,968,968,8th St Transit Center - Plaza Bonita,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=968,000099,FFFFFF,Bus,968_3_43_968,"(0, 0, 153)","(255, 255, 255)",11286.883727081
473,968_3_46,968,968,8th St Transit Center - Plaza Bonita,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=968,000099,FFFFFF,Bus,968_3_46_968,"(0, 0, 153)","(255, 255, 255)",28616.0806491988
474,985_9_13,985,985,UCSD Central Campus Station - Torrey Pines,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=985,000099,FFFFFF,Bus,985_9_13_985,"(0, 0, 153)","(255, 255, 255)",29054.1496786478
475,985_9_14,985,985,UCSD Central Campus Station - Torrey Pines,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=985,000099,FFFFFF,Bus,985_9_14_985,"(0, 0, 153)","(255, 255, 255)",19246.710609625
476,985_9_15,985,985,UCSD Central Campus Station - Torrey Pines,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=985,000099,FFFFFF,Bus,985_9_15_985,"(0, 0, 153)","(255, 255, 255)",19315.7544264042
477,992_9_57,992,992,Airport/Downtown Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=992,000099,FFFFFF,Bus,992_9_57_992,"(0, 0, 153)","(255, 255, 255)",41033.8852280023
478,992_9_58,992,992,Airport/Downtown Shuttle,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=992,000099,FFFFFF,Bus,992_9_58_992,"(0, 0, 153)","(255, 255, 255)",19269.0654855436
479,9_0_138,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,9_0_138_9,"(0, 0, 153)","(255, 255, 255)",17715.3372436833
480,9_0_139,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,9_0_139_9,"(0, 0, 153)","(255, 255, 255)",34144.1638185368
481,9_0_140,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,9_0_140_9,"(0, 0, 153)","(255, 255, 255)",28397.6808861565
482,9_1_129,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,9_1_129_9,"(0, 0, 153)","(255, 255, 255)",16860.5075199733
483,9_1_141,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,9_1_141_9,"(0, 0, 153)","(255, 255, 255)",32593.2189990513
484,9_1_142,9,9,Old Town - Jewell & Garnet,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=9,000099,FFFFFF,Bus,9_1_142_9,"(0, 0, 153)","(255, 255, 255)",26846.7360666711
485,AIR_9_245,AIR,,Old Town to Airport Shuttle,3,MTS,,https://www.san.org/Parking-Transportation/Public-Transportation#117819-trolley-service,000099,FFFFFF,Bus,AIR_9_245_AIR,"(0, 0, 153)","(255, 255, 255)",49513.6344982472
486,S2_105_0_98,,,,,MTS,,,,,,S2_105_0_98_,,,54630.0344658562
487,S2_105_0_99,105,105,Old Town - University City,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=105,000099,FFFFFF,Bus,S2_105_0_99_105,"(0, 0, 153)","(255, 255, 255)",32981.0310482658
488,S2_105_1_100,105,105,Old Town - University City,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=105,000099,FFFFFF,Bus,S2_105_1_100_105,"(0, 0, 153)","(255, 255, 255)",37947.4287801189
489,S2_105_1_101,,,,,MTS,,,,,,S2_105_1_101_,,,25812.6366918453
490,S2_105_1_97,,,,,MTS,,,,,,S2_105_1_97_,,,54934.0216849016
491,S2_10_2_69,,,,,MTS,,,,,,S2_10_2_69_,,,46979.334334836
492,S2_10_2_71,10,10,Old Town - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=10,000099,FFFFFF,Bus,S2_10_2_71_10,"(0, 0, 153)","(255, 255, 255)",35911.2443438624
493,S2_10_3_70,,,,,MTS,,,,,,S2_10_3_70_,,,48479.256004076
494,S2_10_3_72,10,10,Old Town - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=10,000099,FFFFFF,Bus,S2_10_3_72_10,"(0, 0, 153)","(255, 255, 255)",33028.3096558235
495,S2_110_0_19,,,,,MTS,,,,,,S2_110_0_19_,,,104997.845501326
496,S2_110_1_20,,,,,MTS,,,,,,S2_110_1_20_,,,104468.952022494
497,S2_115_2_79,,,,,MTS,,,,,,S2_115_2_79_,,,32338.0188843675
498,S2_115_2_81,,,,,MTS,,,,,,S2_115_2_81_,,,61830.6536854241
499,S2_115_2_82,,,,,MTS,,,,,,S2_115_2_82_,,,50500.1350936583
500,S2_115_3_76,,,,,MTS,,,,,,S2_115_3_76_,,,48620.8622261852
501,S2_115_3_77,,,,,MTS,,,,,,S2_115_3_77_,,,59259.2753154969
502,S2_115_3_80,,,,,MTS,,,,,,S2_115_3_80_,,,26651.2300502713
503,S2_115_3_84,,,,,MTS,,,,,,S2_115_3_84_,,,15393.876042713
504,S2_11_0_307,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,S2_11_0_307_11,"(0, 0, 153)","(255, 255, 255)",51053.4811571265
505,S2_11_0_309,,,,,MTS,,,,,,S2_11_0_309_,,,54639.0633245075
506,S2_11_1_311,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,S2_11_1_311_11,"(0, 0, 153)","(255, 255, 255)",55489.3859506639
507,S2_11_1_312,11,11,SDSU - Downtown San Diego,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=11,000099,FFFFFF,Bus,S2_11_1_312_11,"(0, 0, 153)","(255, 255, 255)",36739.7171535374
508,S2_11_1_313,,,,,MTS,,,,,,S2_11_1_313_,,,62166.2461847888
509,S2_120_0_126,,,,,MTS,,,,,,S2_120_0_126_,,,67806.6535589239
510,S2_120_0_127,,,,,MTS,,,,,,S2_120_0_127_,,,29084.3447132297
511,S2_120_0_129,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,S2_120_0_129_120,"(0, 0, 153)","(255, 255, 255)",54023.3219984318
512,S2_120_1_125,,,,,MTS,,,,,,S2_120_1_125_,,,62839.0494822483
513,S2_120_1_128,,,,,MTS,,,,,,S2_120_1_128_,,,25073.853503416
514,S2_120_1_130,120,120,Downtown San Diego - Kearny Mesa Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=120,000099,FFFFFF,Bus,S2_120_1_130_120,"(0, 0, 153)","(255, 255, 255)",46213.5821655477
515,S2_12_2_11,,,,,MTS,,,,,,S2_12_2_11_,,,20839.431985514
516,S2_12_2_27,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,S2_12_2_27_12,"(0, 0, 153)","(255, 255, 255)",49147.7163098127
517,S2_12_3_24,,,,,MTS,,,,,,S2_12_3_24_,,,25543.0232240256
518,S2_12_3_26,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,S2_12_3_26_12,"(0, 0, 153)","(255, 255, 255)",52285.8353478653
519,S2_12_3_28,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,S2_12_3_28_12,"(0, 0, 153)","(255, 255, 255)",50947.8715598909
520,S2_12_3_29,12,12,City College - Skyline Hills,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=12,000099,FFFFFF,Bus,S2_12_3_29_12,"(0, 0, 153)","(255, 255, 255)",27418.41404565
521,S2_13_0_173,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,S2_13_0_173_13,"(0, 0, 153)","(255, 255, 255)",39620.4837311901
522,S2_13_0_188,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,S2_13_0_188_13,"(0, 0, 153)","(255, 255, 255)",65570.5724538494
523,S2_13_0_192,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,S2_13_0_192_13,"(0, 0, 153)","(255, 255, 255)",25950.0887226592
524,S2_13_1_172,,,,,MTS,,,,,,S2_13_1_172_,,,40369.9158047709
525,S2_13_1_189,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,S2_13_1_189_13,"(0, 0, 153)","(255, 255, 255)",65764.5383415072
526,S2_13_1_190,,,,,MTS,,,,,,S2_13_1_190_,,,56919.2574668042
527,S2_13_1_191,13,13,Kaiser Hospital  - 24th St Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=13,000099,FFFFFF,Bus,S2_13_1_191_13,"(0, 0, 153)","(255, 255, 255)",25394.6225367364
528,S2_14_2_97,,,,,MTS,,,,,,S2_14_2_97_,,,53559.3005047358
529,S2_14_3_95,,,,,MTS,,,,,,S2_14_3_95_,,,50976.0662287537
530,S2_18_8_9,,,,,MTS,,,,,,S2_18_8_9_,,,39360.1254346078
531,S2_1_2_156,,,,,MTS,,,,,,S2_1_2_156_,,,60383.2148109428
532,S2_1_3_157,,,,,MTS,,,,,,S2_1_3_157_,,,45012.826173533
533,S2_1_3_158,,,,,MTS,,,,,,S2_1_3_158_,,,60729.8258264921
534,S2_1_3_159,,,,,MTS,,,,,,S2_1_3_159_,,,46384.1067798378
535,S2_201_9_31,201,201,Super Loop - Counterclockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=201,CC0000,FFFFFF,Bus,S2_201_9_31_201,"(0, 0, 153)","(255, 255, 255)",30646.6988417565
536,S2_201_9_32,,,,,MTS,,,,,,S2_201_9_32_,,,15328.577572558
537,S2_202_8_35,202,202,Super Loop - Clockwise,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=202,CC0000,FFFFFF,Bus,S2_202_8_35_202,"(0, 0, 153)","(255, 255, 255)",30646.7434845483
538,S2_202_8_36,,,,,MTS,,,,,,S2_202_8_36_,,,15948.8603184162
539,S2_204_8_7,,,,,MTS,,,,,,S2_204_8_7_,,,17951.2278655155
540,S2_20_0_243,,,,,MTS,,,,,,S2_20_0_243_,,,56707.6855360001
541,S2_20_0_249,,,,,MTS,,,,,,S2_20_0_249_,,,94397.5658295375
542,S2_20_0_251,,,,,MTS,,,,,,S2_20_0_251_,,,58123.764183501
543,S2_20_0_252,20,20,Downtown - Rancho Bernardo Transit Station,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=20,000099,FFFFFF,Bus,S2_20_0_252_20,"(0, 0, 153)","(255, 255, 255)",153486.104785094
544,S2_20_0_253,20,20,Downtown - Rancho Bernardo Transit Station,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=20,000099,FFFFFF,Bus,S2_20_0_253_20,"(0, 0, 153)","(255, 255, 255)",152070.026137593
545,S2_20_0_254,,,,,MTS,,,,,,S2_20_0_254_,,,95813.6444770385
546,S2_20_1_234,,,,,MTS,,,,,,S2_20_1_234_,,,61117.5898166139
547,S2_20_1_235,,,,,MTS,,,,,,S2_20_1_235_,,,98612.2654517644
548,S2_20_1_250,20,20,Downtown - Rancho Bernardo Transit Station,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=20,000099,FFFFFF,Bus,S2_20_1_250_20,"(0, 0, 153)","(255, 255, 255)",154104.715955901
549,S2_215_2_25,215,215,Mid-City Rapid,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=215,CC0000,FFFFFF,Bus,S2_215_2_25_215,"(0, 0, 153)","(255, 255, 255)",52365.6432207335
550,S2_215_3_27,215,215,Mid-City Rapid,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=215,CC0000,FFFFFF,Bus,S2_215_3_27_215,"(0, 0, 153)","(255, 255, 255)",51700.4695890639
551,S2_215_3_28,,,,,MTS,,,,,,S2_215_3_28_,,,33732.0965885255
552,S2_225_0_23,,,,,MTS,,,,,,S2_225_0_23_,,,130372.991193058
553,S2_225_1_22,,,,,MTS,,,,,,S2_225_1_22_,,,131118.747007605
554,S2_227_2_6,,,,,MTS,,,,,,S2_227_2_6_,,,43618.8670377591
555,S2_227_2_9,,,,,MTS,,,,,,S2_227_2_9_,,,66956.6318048996
556,S2_227_3_10,,,,,MTS,,,,,,S2_227_3_10_,,,70406.1725908003
557,S2_227_3_11,,,,,MTS,,,,,,S2_227_3_11_,,,42640.3889005208
558,S2_235_0_65,235,235,Downtown - Escondido Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=235,CC0000,FFFFFF,Bus,S2_235_0_65_235,"(0, 0, 153)","(255, 255, 255)",202901.644180385
559,S2_235_1_66,235,235,Downtown - Escondido Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=235,CC0000,FFFFFF,Bus,S2_235_1_66_235,"(0, 0, 153)","(255, 255, 255)",200855.232982013
560,S2_235_1_67,,,,,MTS,,,,,,S2_235_1_67_,,,104925.667713812
561,S2_235_1_68,235,235,Downtown - Escondido Transit Center,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=235,CC0000,FFFFFF,Bus,S2_235_1_68_235,"(0, 0, 153)","(255, 255, 255)",67056.8314644711
562,S2_237_0_34,,,,,MTS,,,,,,S2_237_0_34_,,,51960.6043665655
563,S2_237_1_33,,,,,MTS,,,,,,S2_237_1_33_,,,54201.0006193046
564,S2_25_0_90,,,,,MTS,,,,,,S2_25_0_90_,,,28197.8300460421
565,S2_25_0_97,,,,,MTS,,,,,,S2_25_0_97_,,,62086.4933065055
566,S2_25_1_93,,,,,MTS,,,,,,S2_25_1_93_,,,40323.1724960156
567,S2_25_1_96,,,,,MTS,,,,,,S2_25_1_96_,,,69563.3549135072
568,S2_27_2_86,,,,,MTS,,,,,,S2_27_2_86_,,,43815.7279762323
569,S2_27_2_90,,,,,MTS,,,,,,S2_27_2_90_,,,29521.6750230433
570,S2_27_3_87,,,,,MTS,,,,,,S2_27_3_87_,,,47247.3328271795
571,S2_27_3_88,,,,,MTS,,,,,,S2_27_3_88_,,,30431.7863455968
572,S2_27_3_89,,,,,MTS,,,,,,S2_27_3_89_,,,16815.5464815826
573,S2_280_0_17,,,,,MTS,,,,,,S2_280_0_17_,,,176939.906310294
574,S2_280_1_18,,,,,MTS,,,,,,S2_280_1_18_,,,177827.836870712
575,S2_28_2_54,,,,,MTS,,,,,,S2_28_2_54_,,,17587.2247981198
576,S2_28_3_53,,,,,MTS,,,,,,S2_28_3_53_,,,18369.6868336879
577,S2_290_0_15,,,,,MTS,,,,,,S2_290_0_15_,,,131931.997930868
578,S2_290_1_16,,,,,MTS,,,,,,S2_290_1_16_,,,132668.807972837
579,S2_2_0_81,2,2,Downtown San Diego - 30th & Adams,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=2,000099,FFFFFF,Bus,S2_2_0_81_2,"(0, 0, 153)","(255, 255, 255)",30963.6754040149
580,S2_2_1_83,2,2,Downtown San Diego - 30th & Adams,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=2,000099,FFFFFF,Bus,S2_2_1_83_2,"(0, 0, 153)","(255, 255, 255)",30415.1854553451
581,S2_30_0_343,,,,,MTS,,,,,,S2_30_0_343_,,,34614.282464351
582,S2_30_0_344,30,30,Old Town  - UTC via Pacific Beach,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=30,000099,FFFFFF,Bus,S2_30_0_344_30,"(0, 0, 153)","(255, 255, 255)",93851.113694691
583,S2_30_1_334,,,,,MTS,,,,,,S2_30_1_334_,,,36972.1129234259
584,S2_30_1_341,30,30,Old Town  - UTC via Pacific Beach,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=30,000099,FFFFFF,Bus,S2_30_1_341_30,"(0, 0, 153)","(255, 255, 255)",91469.6073361697
585,S2_30_1_342,30,30,Old Town  - UTC via Pacific Beach,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=30,000099,FFFFFF,Bus,S2_30_1_342_30,"(0, 0, 153)","(255, 255, 255)",55134.7342715058
586,S2_31_2_40,,,,,MTS,,,,,,S2_31_2_40_,,,41472.0199739087
587,S2_31_3_38,,,,,MTS,,,,,,S2_31_3_38_,,,40439.8455926997
588,S2_35_2_53,,,,,MTS,,,,,,S2_35_2_53_,,,21319.4612341659
589,S2_35_3_52,,,,,MTS,,,,,,S2_35_3_52_,,,19522.7469961414
590,S2_3_0_97,,,,,MTS,,,,,,S2_3_0_97_,,,49428.1751887004
591,S2_3_1_94,,,,,MTS,,,,,,S2_3_1_94_,,,49532.9739098697
592,S2_41_0_104,41,41,Fashion Valley -  UCSD,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=41,000099,FFFFFF,Bus,S2_41_0_104_41,"(0, 0, 153)","(255, 255, 255)",51172.7472269519
593,S2_41_0_105,,,,,MTS,,,,,,S2_41_0_105_,,,61159.2036777955
594,S2_41_0_108,,,,,MTS,,,,,,S2_41_0_108_,,,31739.0830353388
595,S2_41_1_103,41,41,Fashion Valley -  UCSD,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=41,000099,FFFFFF,Bus,S2_41_1_103_41,"(0, 0, 153)","(255, 255, 255)",51995.7422890898
596,S2_41_1_106,,,,,MTS,,,,,,S2_41_1_106_,,,63617.6026619088
597,S2_41_1_107,,,,,MTS,,,,,,S2_41_1_107_,,,34212.416330507
598,S2_43_2_5,43,43,Balboa Av TC - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=43,000099,FFFFFF,Bus,S2_43_2_5_43,"(0, 0, 153)","(255, 255, 255)",35531.3736132976
599,S2_43_3_6,43,43,Balboa Av TC - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=43,000099,FFFFFF,Bus,S2_43_3_6_43,"(0, 0, 153)","(255, 255, 255)",37603.6974108196
600,S2_44_0_73,44,44,Old Town - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=44,000099,FFFFFF,Bus,S2_44_0_73_44,"(0, 0, 153)","(255, 255, 255)",46207.5213576165
601,S2_44_0_74,,,,,MTS,,,,,,S2_44_0_74_,,,40318.7687560632
602,S2_44_0_75,,,,,MTS,,,,,,S2_44_0_75_,,,26635.3996180741
603,S2_44_1_66,,,,,MTS,,,,,,S2_44_1_66_,,,39384.0598198457
604,S2_44_1_67,44,44,Old Town - Kearny Mesa,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=44,000099,FFFFFF,Bus,S2_44_1_67_44,"(0, 0, 153)","(255, 255, 255)",47065.0600425823
605,S2_44_1_71,,,,,MTS,,,,,,S2_44_1_71_,,,25808.2803847991
606,S2_4_2_49,4,4,12th & Imperial Trolley - Lomita Village,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=4,000099,FFFFFF,Bus,S2_4_2_49_4,"(0, 0, 153)","(255, 255, 255)",57761.8878770132
607,S2_4_2_55,,,,,MTS,,,,,,S2_4_2_55_,,,24706.0993872211
608,S2_4_3_53,4,4,12th & Imperial Trolley - Lomita Village,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=4,000099,FFFFFF,Bus,S2_4_3_53_4,"(0, 0, 153)","(255, 255, 255)",57420.5403397169
609,S2_4_3_54,4,4,12th & Imperial Trolley - Lomita Village,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=4,000099,FFFFFF,Bus,S2_4_3_54_4,"(0, 0, 153)","(255, 255, 255)",58758.5041276912
610,S2_4_3_56,,,,,MTS,,,,,,S2_4_3_56_,,,23804.9037323655
611,S2_510_0_323,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_0_323_510,"(0, 0, 153)","(255, 255, 255)",83192.4976698268
612,S2_510_0_324,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_0_324_510,"(0, 0, 153)","(255, 255, 255)",83128.7519692298
613,S2_510_0_352,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_0_352_510,"(0, 0, 153)","(255, 255, 255)",160069.9537807
614,S2_510_0_354,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_0_354_510,"(0, 0, 153)","(255, 255, 255)",85411.7476917693
615,S2_510_0_357,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_0_357_510,"(0, 0, 153)","(255, 255, 255)",75992.1020248078
